姓名,学校,学院,职位,性别,个人主页,个人照片
叶修竹,北京航空航天大学,电子信息工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/yexiuzhu/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/3B/02/387069E4CD0B5E65660DE85DAEA_F4275407_1D0A3.jpg
路辉,北京航空航天大学,电子信息工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/luhui/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/2D/7D/CB59C514CB9EB1BE2D38D5C01C7_136DD405_A2CC.jpg
王珺珺,北京航空航天大学,电子信息工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/wangjunjun/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/06/A8/6F287C21251C845D2172FDDE970_24EB6264_BBE4.jpg
郑铮,北京航空航天大学,电子信息工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/zhengzheng1/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
金天,北京航空航天大学,电子信息工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/jintian/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/11/DD/180382307321FEC44CF889CC1CA_E2DA998B_766E.jpg
杨晨阳,北京航空航天大学,电子信息工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/yangchenyang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/A/EB/BE/D1B53032A5DD6E9656663C0D148_DE941256_F8A5E.jpg
阎照文,北京航空航天大学,电子信息工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/yanzhaowen/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/AC/77/37DE7F30C8DBC2886E4546F9D09_A372B5D3_694A.jpg
柳阳威,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/liuyangwei/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/C/6C/E9/663D0ED07D45CB1223F08EB0F43_D1D09808_14435.jpg
漆明净,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/qmj10361/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/7B/C2/C22FD7BFEDBBD93A31DE024500C_1A68B005_C75D.jpg
王洪伟,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/07592/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/41/AA/D005A9FAB16A3D191BA7EBD95F5_6C34B060_34FF.jpg
张伟昊,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/zhangweihao/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/51/2E/A1AF103F55B00FDFF36BFB39B4F_03FFCF67_9836.jpg
张大义,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/Dayi/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/D1/AE/26FECCC00A54ACFE72BC9EA73FA_10AEAA87_4548.jpg
王建臣,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/wjc912/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/D/06/C7/E5D50532730D1A6F3D6B0E2A52D_61986857_104D3.jpg
杨穆清,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/yangmuqing/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/BB/6C/928E2CC416EA3E78640338CEFDC_B4A9E8AE_9F48.jpg
范雨,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/fanyu/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/D/29/9E/9E9BB1865A961A58B0183E4CE47_BE21E602_3305.jpg
额日其太,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/eriqitai/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/2/5B/40/7FC43B75D0952E2264CE014AFAF_48EBF339_651B.jpg
孙大坤,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/sundakun/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/D/40/82/0EE163C028AE66424551F55F7AC_26180743_84A2.jpg
蒋崇文,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/jiangchongwen/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/7D/1C/49C4C16F32CC7FB6925C9FC59E8_77995C86_414D.jpg
齐红宇,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/qihongyu/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
杨晓奕,北京航空航天大学,能源与动力工程学院,研究员,女,http://shi.buaa.edu.cn/yangxiaoyi/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
刘贺,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/liue5656/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
杨晓光,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/05013/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
陈敏,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/chenmin/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/5C/D0/858530211B79E5C4328C17D0328_D38015DD_10967.jpg
高军辉,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/gaojunhui/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/A/81/09/7267F109B13164F54D56F19FE8C_011D4866_5C30.jpg
yanhaovsdami2016,北京航空航天大学,能源与动力工程学院,研究员,N/A,http://shi.buaa.edu.cn/yanhaovsdami2016/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
许全宏,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/07226/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/0/37/DD/7DD8122A6503ECC7D80DB1DEBFC_452D3672_C83.jpg
刘友宏,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/liuyouhong/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
方祥军,北京航空航天大学,能源与动力工程学院,研究员,N/A,http://shi.buaa.edu.cn/fangxiangjun/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
惠鑫,北京航空航天大学,能源与动力工程学院,研究员,N/A,http://shi.buaa.edu.cn/huixin/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
覃道亮,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/dltan/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
王晋军,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/wangjinjun/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/60/F8/E8EDF08B28749A27340833E16A6_A3A66FB2_BC2.png
黄勇,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/huangyong1/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/0/C0/28/C060124AC4C753B0694F9BC2C01_0631BDDF_8F39.jpg
于贤君,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/yuxianjun/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/F8/AA/E62384AEAB1749DE759C14D7146_EC7275D8_92F2.jpg
董朝阳,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/dongchaoyang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/2/8E/41/FB465F55F2E44C0E6EDC5174CDA_3D59FFAD_8BF7.png
刘波,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/liubo/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/C0/F6/81907DFBD3AF1B7E2BC8ECDC345_A511C117_37B9.jpg
邹正平,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/zouzhengping/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
杜刚,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/dugang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/F/C1/8B/4928D386552B3885FA80226F37F_10D34CE8_11E3.jpg
张荣春,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/zhangrongchun/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/F/50/C0/FD9250D51F7E292580FC2828B71_81A028D1_8CE2.jpg
王方,北京航空航天大学,能源与动力工程学院,研究员,女,http://shi.buaa.edu.cn/wangfang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/63/5F/D50941F513F7219BE3344825A96_042336F8_3B37.jpg
王效葵,北京航空航天大学,能源与动力工程学院,研究员,女,http://shi.buaa.edu.cn/wangxiaokui/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
谭文倩,北京航空航天大学,能源与动力工程学院,研究员,女,http://shi.buaa.edu.cn/tanwenqian/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
鲍蕊,北京航空航天大学,能源与动力工程学院,研究员,女,http://shi.buaa.edu.cn/baorui/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/C8/53/6B02BFF5822B5604C1910E05499_B2963308_2D58.jpg
高琪,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/gaoqi/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
杨晓静,北京航空航天大学,能源与动力工程学院,研究员,女,http://shi.buaa.edu.cn/yangxiaojing/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/1F/91/51B3ACD3782589A1871BCBEC543_9722B607_7599.jpg
申晓斌,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/shenxiaobin/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
黄俊,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/huangjun/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/C1/2E/D3475189CB2EB1928FAC3427D14_CD5A9A8A_4FFF.jpg
李书,北京航空航天大学,能源与动力工程学院,研究员,男,http://shi.buaa.edu.cn/lishu/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/4E/6A/99D70B084ACFB1E6175CFC96676_1517FFBC_456D.jpg
孟宝,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/mengbao/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/38/CB/6FCB0D06597C39DCF9615952706_3711448F_E6AB.jpg
08635,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/08635/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/C/DD/DE/4338A37EEC4FB6F9E15B22F8F43_3F9DCE65_6A6F.jpg
蒋永刚,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/09356/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/7B/33/6784A529B7E0EA3BCD82AFF5E0B_29BE9177_B3FC3.gif
冯林,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/BioMicroRobotics/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/8/B9/63/CCC9D9AD7435067D1192119884F_1BA41D4E_7478.jpg
张玉茹,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,女,http://shi.buaa.edu.cn/zhangyuru/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/16/2F/A8415AFD393947D218072A93AEF_A6F5CCE6_16DB9.jpg
肖文磊,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/xiaowenlei/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/C/28/97/DD4AE37D7BC3E01978862B87B87_005156A3_2F39.jpg
燕鑫,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,女,http://shi.buaa.edu.cn/yanxin/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/41/6E/FC1D53B7A883BC8EF7041802CEC_BADD3654_5A19.jpg
冯艳敏,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,女,http://shi.buaa.edu.cn/fengyanmin/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/1C/FE/033CDBDBED279735E1F4F7C7C83_25207586_8DBB.jpg
Yuanyuan Chen,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,女,http://shi.buaa.edu.cn/chenyuanyuan18/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/A2/07/31B198949C7C9C69E576B204A59_613CD14F_CB4.jpg
徐世新,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/xu/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/E/DB/F6/C874444B92F4ABE9061D108AE0A_8CC7F05D_EFB8.png
刘艳强,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,N/A,http://shi.buaa.edu.cn/liuyanqiang/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
王伟,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/publius/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/C3/74/07C7EB3C121D1431FA55A40AD9D_595ABB8B_B48B.jpg
07367,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,N/A,http://shi.buaa.edu.cn/07367/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
09289,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,N/A,http://shi.buaa.edu.cn/09289/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
刘永瞻,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,N/A,http://shi.buaa.edu.cn/liuyongzhan/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
李卫东,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/lwd/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/BB/68/E6947254539A168BD3A3BBB6768_36E0ECBB_14698.jpg
07857,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,N/A,http://shi.buaa.edu.cn/07857/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
郭卫东,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/guoweidong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/C/17/17/2D9B08C835D883BDF8049715B66_28000B68_9317.jpg
mabolin,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,N/A,http://shi.buaa.edu.cn/mabolin/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
陈华伟,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/chenhuawei/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/47/99/6A3ECADCCDEB208C803FBEE1FB7_A6FCB1A1_6680.jpg
李小强,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,N/A,http://shi.buaa.edu.cn/lixiaoqiang/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
徐晔,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/xuye/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/26/67/C4DCC71B4BD4B1A24F76FD1B04C_73AAE47A_A2F9.jpg
sergei10168,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,N/A,http://shi.buaa.edu.cn/sergei10168/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
杨伟群,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/yangweiqun/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/D/54/B6/02B92B78555E1F5C4C3212B7509_B7945B7D_BB30.jpg
张以都,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/zhangyidou/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/73/FC/462EE09EFE450709F842ABAF645_9B334B29_A89C.jpg
孙剑飞,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,N/A,http://shi.buaa.edu.cn/sunjianfei/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
于靖军,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/yujingjun/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/D/6C/75/FCBD62B1432D2C44E6169745C94_D536D4A2_622D.jpg
李刘合,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,N/A,http://shi.buaa.edu.cn/liliuhe/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
吕晓东,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/lvxiaodong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/8/43/53/8C16F9438C7ABB9838161552C5F_8FF6FF34_34E0.jpg
罗斯达,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/luosida/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/5C/FF/582956702C995C1C300BCC883AE_7F8392A5_1F2A.jpg
胡毕富,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/hubifu/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
彭鹏,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/pengpeng/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/8/0C/B2/E268951DB97CBBC18A6AF8DCFA0_AEB5C88B_5641.jpg
王韫,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,女,http://shi.buaa.edu.cn/wangyun/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
王君臣,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/wangjunchen/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/D/0F/7A/90CECB3BE0425E1528E8AB3B2B0_868F37C4_782B.jpg
梁永建,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/liangyongjian/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
马金盛,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,男,http://shi.buaa.edu.cn/majinsheng/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
王玉慧,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,女,http://shi.buaa.edu.cn/wangyuhui/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/DE/6A/A27AD0DC80875535A0A895B69DB_D7789E4D_A546.png
于勇,北京航空航天大学,机械工程及自动化学院,博士生导师+研究生导师+副教授,女,http://shi.buaa.edu.cn/yuyong/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
